ID,Thuật toán,Tham số,Chi phí tốt nhất,Chi phí trung bình,Thời gian (s)
1,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=swap, local_search=True,982.63,1054.19,0.59
172,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,1043.35,1138.36,0.66
173,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,986.27,1035.12,1.17
174,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,1031.80,1098.76,0.70
175,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,999.18,1120.75,0.63
176,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,1000.79,1085.34,0.51
177,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1081.52,0.63
178,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,1046.89,1129.58,0.38
179,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,986.27,1048.78,1.01
180,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,999.18,1072.36,1.07
181,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,1001.89,1140.80,1.11
182,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,1037.87,1114.26,0.60
183,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1088.58,0.38
184,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,1056.21,1149.92,0.44
185,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,1029.29,1102.18,0.54
186,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,1001.19,1052.80,0.68
187,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,1041.89,1123.94,0.41
188,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,1099.84,1151.12,0.60
189,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,1074.77,1131.66,0.52
190,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,982.63,1085.56,0.54
191,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,1029.29,1102.62,0.46
192,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,982.63,1055.26,0.50
193,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1067.92,0.47
194,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,1005.31,1102.19,0.46
195,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,1025.32,1110.28,0.50
196,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,986.27,1080.82,0.44
197,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,1000.12,1072.72,0.83
198,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,999.18,1084.88,0.40
199,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1091.21,0.59
200,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,1024.88,1120.73,0.52
201,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,986.27,1112.67,0.48
202,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,1039.24,1164.54,0.48
203,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,1043.76,1134.52,0.43
204,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,1075.16,1163.47,0.51
205,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1072.44,0.65
206,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1079.37,0.71
207,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1090.31,0.68
208,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,1048.17,1178.64,0.51
209,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,991.17,1099.82,0.66
210,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,1003.87,1092.66,0.54
211,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,1064.44,1153.75,0.45
212,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,1025.32,1147.87,0.69
213,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=True,1031.80,1118.34,0.49
214,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,991.17,1118.38,0.70
215,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,991.17,1112.96,0.53
216,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=ordered, mutation_method=scramble, local_search=False,1025.32,1139.34,0.56
217,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1062.46,0.62
218,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1014.23,1104.63,0.43
219,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1032.52,1105.88,0.74
220,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1024.88,1104.63,0.62
221,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1076.51,0.49
222,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1063.27,0.93
223,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1029.29,1094.48,0.72
224,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,986.27,1082.99,0.63
225,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,996.95,1094.34,0.38
226,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1025.32,1099.96,0.73
227,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1039.44,1.19
228,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1041.89,1098.16,0.52
229,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,986.27,1101.08,0.51
230,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1072.11,0.64
231,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1045.16,1114.96,0.40
232,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1094.01,0.71
233,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,991.17,1047.12,0.56
234,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1005.99,1079.50,0.55
235,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1001.19,1085.00,0.85
236,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1043.76,1093.46,0.99
237,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1058.22,0.67
238,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1058.45,0.55
239,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,991.17,1067.37,0.58
240,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1082.75,0.66
241,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1039.24,1107.52,0.77
242,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1134.31,1192.32,0.54
243,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,986.27,1083.60,0.80
244,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1087.90,0.48
245,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1044.68,0.65
246,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1039.24,1130.58,0.40
247,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1091.15,0.61
248,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1085.84,0.36
249,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1161.00,0.83
250,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1024.88,1130.57,0.59
251,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1055.97,0.49
252,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1042.81,1144.62,0.38
253,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1000.79,1099.60,0.52
254,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1085.10,0.56
255,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=tournament, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1078.14,0.54
